Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,data_origin
07/08/2025,Brentford,Sunderland,0,0,D,5,2,synthetic_demo
08/08/2025,Man City,Newcastle,4,0,H,11,2,synthetic_demo
09/08/2025,Everton,Tottenham,3,1,H,4,3,synthetic_demo
09/08/2025,Wolves,Tottenham,0,1,A,4,2,synthetic_demo
10/08/2025,Leeds,Burnley,2,3,A,10,6,synthetic_demo
11/08/2025,West Ham,Tottenham,2,2,D,5,3,synthetic_demo
12/08/2025,Bournemouth,Arsenal,1,1,D,6,3,synthetic_demo
12/08/2025,Nott'm Forest,Leeds,4,2,H,6,4,synthetic_demo
13/08/2025,Everton,Arsenal,3,2,H,5,5,synthetic_demo
14/08/2025,Burnley,Brighton,2,0,H,6,5,synthetic_demo
14/08/2025,Burnley,Tottenham,0,1,A,3,4,synthetic_demo
15/08/2025,Liverpool,Bournemouth,3,2,H,9,10,synthetic_demo
16/08/2025,Wolves,Nott'm Forest,2,1,H,5,2,synthetic_demo
17/08/2025,Man United,Wolves,2,0,H,3,4,synthetic_demo
17/08/2025,Man City,Brighton,2,0,H,5,3,synthetic_demo
18/08/2025,Fulham,Brentford,1,2,A,6,6,synthetic_demo
19/08/2025,Newcastle,Brighton,0,1,A,3,2,synthetic_demo
19/08/2025,Man City,Crystal Palace,3,0,H,9,3,synthetic_demo
20/08/2025,Sunderland,Aston Villa,2,2,D,2,4,synthetic_demo
21/08/2025,Newcastle,Tottenham,1,0,H,5,3,synthetic_demo
22/08/2025,Liverpool,Arsenal,2,0,H,4,3,synthetic_demo
22/08/2025,Arsenal,Wolves,4,1,H,7,5,synthetic_demo
23/08/2025,Nott'm Forest,Bournemouth,1,0,H,3,5,synthetic_demo
24/08/2025,Fulham,Sunderland,0,2,A,3,3,synthetic_demo
24/08/2025,Man United,Crystal Palace,2,0,H,7,5,synthetic_demo
25/08/2025,Newcastle,Brentford,3,1,H,6,4,synthetic_demo
26/08/2025,Brentford,Aston Villa,0,2,A,7,6,synthetic_demo
27/08/2025,Man United,West Ham,2,0,H,9,2,synthetic_demo
27/08/2025,Man United,Nott'm Forest,0,0,D,3,6,synthetic_demo
28/08/2025,Man City,Wolves,3,3,D,8,6,synthetic_demo
29/08/2025,Fulham,Newcastle,3,1,H,4,1,synthetic_demo
29/08/2025,Fulham,West Ham,2,1,H,7,8,synthetic_demo
30/08/2025,Brentford,Chelsea,2,1,H,5,4,synthetic_demo
31/08/2025,Tottenham,Liverpool,1,0,H,7,2,synthetic_demo
31/08/2025,Fulham,Arsenal,0,1,A,1,1,synthetic_demo
01/09/2025,Bournemouth,Tottenham,2,2,D,10,5,synthetic_demo
02/09/2025,Fulham,Everton,0,0,D,3,4,synthetic_demo
03/09/2025,Chelsea,Sunderland,4,0,H,8,5,synthetic_demo
03/09/2025,Brentford,Everton,2,3,A,7,5,synthetic_demo
04/09/2025,Fulham,Bournemouth,2,2,D,6,6,synthetic_demo
05/09/2025,Burnley,Fulham,1,0,H,5,1,synthetic_demo
05/09/2025,Burnley,Newcastle,1,2,A,4,5,synthetic_demo
06/09/2025,Man City,Sunderland,3,0,H,5,0,synthetic_demo
07/09/2025,Aston Villa,West Ham,2,1,H,7,4,synthetic_demo
08/09/2025,Liverpool,Chelsea,0,1,A,5,1,synthetic_demo
08/09/2025,Wolves,Everton,1,1,D,3,2,synthetic_demo
09/09/2025,Aston Villa,Newcastle,0,2,A,1,7,synthetic_demo
10/09/2025,Crystal Palace,Brighton,0,0,D,2,1,synthetic_demo
10/09/2025,Brentford,Man City,1,2,A,5,3,synthetic_demo
11/09/2025,Chelsea,Liverpool,2,3,A,5,5,synthetic_demo
12/09/2025,Burnley,Brentford,2,0,H,6,4,synthetic_demo
13/09/2025,Everton,Brentford,2,1,H,7,1,synthetic_demo
13/09/2025,Wolves,Newcastle,1,1,D,6,7,synthetic_demo
14/09/2025,Burnley,Liverpool,0,1,A,4,3,synthetic_demo
15/09/2025,Man City,Brentford,4,3,H,8,4,synthetic_demo
15/09/2025,Man United,Aston Villa,0,4,A,5,8,synthetic_demo
16/09/2025,Aston Villa,Crystal Palace,2,2,D,4,7,synthetic_demo
17/09/2025,Brighton,Newcastle,3,1,H,4,6,synthetic_demo
18/09/2025,Crystal Palace,Bournemouth,0,0,D,3,5,synthetic_demo
18/09/2025,Man City,Bournemouth,1,1,D,7,2,synthetic_demo
19/09/2025,Nott'm Forest,Wolves,1,1,D,5,6,synthetic_demo
20/09/2025,Aston Villa,Wolves,0,0,D,2,4,synthetic_demo
20/09/2025,Everton,Man United,1,0,H,5,0,synthetic_demo
21/09/2025,Brighton,Sunderland,0,0,D,3,4,synthetic_demo
22/09/2025,Crystal Palace,Wolves,0,1,A,1,4,synthetic_demo
23/09/2025,Brighton,West Ham,1,2,A,3,3,synthetic_demo
23/09/2025,Burnley,Leeds,0,0,D,1,1,synthetic_demo
24/09/2025,West Ham,Wolves,4,1,H,7,3,synthetic_demo
25/09/2025,Burnley,Arsenal,0,2,A,6,6,synthetic_demo
25/09/2025,Newcastle,Bournemouth,0,2,A,6,3,synthetic_demo
26/09/2025,Tottenham,Burnley,1,0,H,4,5,synthetic_demo
27/09/2025,Wolves,Brentford,2,0,H,5,3,synthetic_demo
27/09/2025,Aston Villa,Brighton,1,0,H,3,3,synthetic_demo
28/09/2025,Crystal Palace,Burnley,7,0,H,12,1,synthetic_demo
29/09/2025,Nott'm Forest,Aston Villa,5,1,H,9,3,synthetic_demo
30/09/2025,Brighton,Bournemouth,0,1,A,7,5,synthetic_demo
30/09/2025,Everton,Man City,1,2,A,5,4,synthetic_demo
01/10/2025,Brighton,Chelsea,1,0,H,4,5,synthetic_demo
02/10/2025,Brentford,Wolves,3,1,H,5,4,synthetic_demo
02/10/2025,Brentford,Man United,0,3,A,5,7,synthetic_demo
03/10/2025,Fulham,Liverpool,3,2,H,4,7,synthetic_demo
04/10/2025,West Ham,Everton,4,3,H,6,3,synthetic_demo
05/10/2025,Bournemouth,Aston Villa,1,3,A,4,6,synthetic_demo
05/10/2025,Burnley,Nott'm Forest,1,1,D,2,6,synthetic_demo
06/10/2025,Sunderland,Crystal Palace,2,0,H,3,2,synthetic_demo
07/10/2025,Bournemouth,Wolves,2,1,H,8,3,synthetic_demo
07/10/2025,Liverpool,Newcastle,2,3,A,7,5,synthetic_demo
08/10/2025,Wolves,Chelsea,2,2,D,6,5,synthetic_demo
09/10/2025,Liverpool,Burnley,2,0,H,6,4,synthetic_demo
10/10/2025,Nott'm Forest,Liverpool,1,1,D,6,4,synthetic_demo
10/10/2025,Newcastle,Wolves,4,1,H,11,3,synthetic_demo
11/10/2025,Tottenham,Man City,1,2,A,3,6,synthetic_demo
12/10/2025,Brighton,Liverpool,1,3,A,6,4,synthetic_demo
12/10/2025,Aston Villa,Sunderland,2,0,H,9,3,synthetic_demo
13/10/2025,Fulham,Wolves,1,0,H,7,2,synthetic_demo
14/10/2025,Man United,Leeds,0,0,D,1,3,synthetic_demo
15/10/2025,Aston Villa,Everton,2,0,H,5,4,synthetic_demo
15/10/2025,Leeds,Crystal Palace,4,0,H,6,4,synthetic_demo
16/10/2025,Sunderland,Newcastle,0,3,A,2,8,synthetic_demo
17/10/2025,Brighton,Everton,1,1,D,4,5,synthetic_demo
17/10/2025,Newcastle,Liverpool,2,1,H,6,4,synthetic_demo
18/10/2025,Arsenal,Aston Villa,0,1,A,6,2,synthetic_demo
19/10/2025,Brighton,Arsenal,2,1,H,6,6,synthetic_demo
20/10/2025,Chelsea,Burnley,2,1,H,7,1,synthetic_demo
20/10/2025,West Ham,Aston Villa,0,0,D,6,3,synthetic_demo
21/10/2025,Sunderland,Leeds,1,1,D,5,6,synthetic_demo
22/10/2025,Wolves,Man City,2,1,H,3,1,synthetic_demo
22/10/2025,Tottenham,Fulham,1,2,A,3,3,synthetic_demo
23/10/2025,Nott'm Forest,Everton,1,1,D,5,3,synthetic_demo
24/10/2025,Tottenham,Crystal Palace,2,1,H,6,7,synthetic_demo
24/10/2025,Aston Villa,Tottenham,3,1,H,8,3,synthetic_demo
25/10/2025,Tottenham,Newcastle,1,2,A,5,2,synthetic_demo
26/10/2025,Wolves,Arsenal,1,4,A,6,8,synthetic_demo
27/10/2025,Bournemouth,Liverpool,2,3,A,7,9,synthetic_demo
27/10/2025,West Ham,Burnley,0,2,A,3,4,synthetic_demo
28/10/2025,Arsenal,Fulham,2,0,H,7,2,synthetic_demo
29/10/2025,West Ham,Liverpool,0,0,D,5,3,synthetic_demo
29/10/2025,West Ham,Leeds,2,1,H,3,5,synthetic_demo
30/10/2025,Everton,West Ham,1,1,D,2,5,synthetic_demo
31/10/2025,Chelsea,Newcastle,1,1,D,1,1,synthetic_demo
01/11/2025,Chelsea,Leeds,1,1,D,10,3,synthetic_demo
01/11/2025,Newcastle,Everton,2,0,H,5,1,synthetic_demo
02/11/2025,Nott'm Forest,Man United,1,1,D,4,2,synthetic_demo
03/11/2025,Crystal Palace,Man City,0,5,A,1,9,synthetic_demo
03/11/2025,Leeds,Man United,0,2,A,4,3,synthetic_demo
04/11/2025,Man United,Man City,0,3,A,2,7,synthetic_demo
05/11/2025,West Ham,Crystal Palace,2,2,D,5,7,synthetic_demo
06/11/2025,Aston Villa,Chelsea,0,1,A,3,3,synthetic_demo
06/11/2025,Newcastle,Leeds,3,0,H,10,2,synthetic_demo
07/11/2025,Chelsea,Aston Villa,2,2,D,5,7,synthetic_demo
08/11/2025,Brighton,Man City,4,1,H,5,5,synthetic_demo
08/11/2025,Arsenal,Tottenham,1,0,H,3,5,synthetic_demo
09/11/2025,Nott'm Forest,Burnley,3,1,H,4,1,synthetic_demo
10/11/2025,Sunderland,Brighton,1,1,D,4,4,synthetic_demo
11/11/2025,Everton,Fulham,0,2,A,2,7,synthetic_demo
11/11/2025,Nott'm Forest,Brighton,1,0,H,2,5,synthetic_demo
12/11/2025,Brighton,Aston Villa,2,1,H,7,3,synthetic_demo
13/11/2025,Everton,Liverpool,0,1,A,3,2,synthetic_demo
13/11/2025,Nott'm Forest,Chelsea,1,2,A,3,7,synthetic_demo
14/11/2025,Newcastle,Nott'm Forest,2,0,H,7,2,synthetic_demo
15/11/2025,Everton,Nott'm Forest,1,1,D,4,8,synthetic_demo
16/11/2025,Arsenal,Liverpool,1,2,A,6,4,synthetic_demo
16/11/2025,Tottenham,Nott'm Forest,1,1,D,6,9,synthetic_demo
17/11/2025,Man City,Chelsea,4,0,H,7,7,synthetic_demo
18/11/2025,Man City,Aston Villa,1,0,H,5,6,synthetic_demo
18/11/2025,Aston Villa,Nott'm Forest,1,1,D,4,1,synthetic_demo
19/11/2025,Newcastle,Aston Villa,0,0,D,2,2,synthetic_demo
20/11/2025,Tottenham,Brentford,2,2,D,4,5,synthetic_demo
20/11/2025,Leeds,Chelsea,2,1,H,6,3,synthetic_demo
21/11/2025,Sunderland,Brentford,0,0,D,4,2,synthetic_demo
22/11/2025,Crystal Palace,Newcastle,3,1,H,6,3,synthetic_demo
23/11/2025,Chelsea,Man City,0,1,A,2,3,synthetic_demo
23/11/2025,Arsenal,Crystal Palace,0,1,A,7,6,synthetic_demo
24/11/2025,West Ham,Brighton,0,1,A,4,5,synthetic_demo
25/11/2025,Brentford,Bournemouth,0,1,A,4,3,synthetic_demo
25/11/2025,West Ham,Man United,0,1,A,3,2,synthetic_demo
26/11/2025,Brighton,Brentford,2,1,H,9,1,synthetic_demo
27/11/2025,Leeds,Aston Villa,1,1,D,1,5,synthetic_demo
28/11/2025,Liverpool,Brighton,0,1,A,5,2,synthetic_demo
28/11/2025,Bournemouth,West Ham,2,0,H,4,2,synthetic_demo
29/11/2025,Burnley,Man City,1,1,D,1,5,synthetic_demo
30/11/2025,Tottenham,Wolves,0,1,A,6,4,synthetic_demo
30/11/2025,Man United,Liverpool,2,0,H,3,5,synthetic_demo
01/12/2025,Chelsea,Fulham,2,2,D,6,3,synthetic_demo
02/12/2025,Arsenal,West Ham,1,1,D,2,6,synthetic_demo
03/12/2025,Nott'm Forest,Tottenham,3,0,H,4,1,synthetic_demo
03/12/2025,Brentford,Liverpool,1,2,A,7,8,synthetic_demo
04/12/2025,Arsenal,Chelsea,0,3,A,7,5,synthetic_demo
05/12/2025,Chelsea,Bournemouth,3,0,H,4,3,synthetic_demo
05/12/2025,Tottenham,Chelsea,1,0,H,3,4,synthetic_demo
06/12/2025,Sunderland,Liverpool,1,0,H,3,3,synthetic_demo
07/12/2025,Tottenham,Everton,1,1,D,4,4,synthetic_demo
08/12/2025,Nott'm Forest,Man City,2,3,A,4,11,synthetic_demo
08/12/2025,Man City,Fulham,2,1,H,5,2,synthetic_demo
09/12/2025,Crystal Palace,Aston Villa,0,1,A,4,6,synthetic_demo
10/12/2025,West Ham,Man City,2,1,H,5,1,synthetic_demo
10/12/2025,Bournemouth,Crystal Palace,3,0,H,9,1,synthetic_demo
11/12/2025,Aston Villa,Brentford,3,0,H,4,5,synthetic_demo
12/12/2025,Liverpool,West Ham,1,1,D,6,6,synthetic_demo
13/12/2025,Bournemouth,Sunderland,3,1,H,6,3,synthetic_demo
13/12/2025,Fulham,Nott'm Forest,0,3,A,3,5,synthetic_demo
14/12/2025,Chelsea,Brighton,3,2,H,5,3,synthetic_demo
15/12/2025,Brighton,Leeds,1,1,D,4,4,synthetic_demo
15/12/2025,Aston Villa,Liverpool,0,2,A,1,9,synthetic_demo
16/12/2025,Crystal Palace,Chelsea,0,0,D,4,3,synthetic_demo
17/12/2025,Wolves,Fulham,2,0,H,3,1,synthetic_demo
17/12/2025,Tottenham,Man United,0,1,A,2,6,synthetic_demo
18/12/2025,Everton,Wolves,0,0,D,1,1,synthetic_demo
19/12/2025,Newcastle,Arsenal,1,2,A,3,7,synthetic_demo
20/12/2025,Tottenham,West Ham,0,1,A,1,3,synthetic_demo
20/12/2025,Chelsea,Arsenal,1,2,A,3,7,synthetic_demo
21/12/2025,Brentford,Burnley,0,1,A,1,5,synthetic_demo
22/12/2025,Burnley,Chelsea,1,2,A,3,4,synthetic_demo
22/12/2025,Wolves,Liverpool,1,1,D,6,7,synthetic_demo
23/12/2025,Everton,Crystal Palace,0,1,A,6,4,synthetic_demo
24/12/2025,Liverpool,Tottenham,0,1,A,4,4,synthetic_demo
25/12/2025,Liverpool,Aston Villa,4,0,H,5,4,synthetic_demo
25/12/2025,Sunderland,Everton,2,3,A,5,5,synthetic_demo
26/12/2025,Fulham,Aston Villa,2,1,H,10,5,synthetic_demo
27/12/2025,Leeds,Man City,2,1,H,3,3,synthetic_demo
27/12/2025,Sunderland,Chelsea,0,0,D,4,3,synthetic_demo
28/12/2025,Wolves,Burnley,3,1,H,7,4,synthetic_demo
29/12/2025,Wolves,Leeds,1,0,H,6,2,synthetic_demo
30/12/2025,Chelsea,Wolves,5,1,H,10,2,synthetic_demo
30/12/2025,Arsenal,Everton,1,0,H,7,4,synthetic_demo
31/12/2025,Sunderland,Arsenal,0,2,A,2,6,synthetic_demo
01/01/2026,Burnley,Sunderland,2,1,H,2,4,synthetic_demo
01/01/2026,Burnley,Everton,1,0,H,2,2,synthetic_demo
02/01/2026,Aston Villa,Arsenal,0,0,D,4,1,synthetic_demo
03/01/2026,Sunderland,Man City,2,1,H,6,1,synthetic_demo
04/01/2026,Crystal Palace,Nott'm Forest,2,0,H,4,3,synthetic_demo
04/01/2026,Fulham,Crystal Palace,3,0,H,6,1,synthetic_demo
05/01/2026,Arsenal,Man United,3,2,H,9,4,synthetic_demo
06/01/2026,Sunderland,Man United,1,1,D,3,4,synthetic_demo
06/01/2026,Sunderland,Tottenham,1,0,H,4,1,synthetic_demo
07/01/2026,Nott'm Forest,Arsenal,0,0,D,1,3,synthetic_demo
08/01/2026,Newcastle,Man United,0,1,A,7,4,synthetic_demo
09/01/2026,Crystal Palace,Liverpool,0,2,A,2,6,synthetic_demo
09/01/2026,Fulham,Man United,1,0,H,5,2,synthetic_demo
10/01/2026,Man United,Newcastle,0,0,D,6,2,synthetic_demo
11/01/2026,Sunderland,Fulham,3,1,H,9,4,synthetic_demo
11/01/2026,Man United,Burnley,0,0,D,4,3,synthetic_demo
12/01/2026,Man United,Chelsea,1,1,D,1,3,synthetic_demo
13/01/2026,Brighton,Wolves,4,1,H,5,4,synthetic_demo
13/01/2026,Leeds,Everton,1,2,A,2,3,synthetic_demo
14/01/2026,West Ham,Sunderland,2,2,D,7,4,synthetic_demo
15/01/2026,Liverpool,Man United,0,2,A,6,4,synthetic_demo
16/01/2026,Man City,West Ham,2,3,A,5,5,synthetic_demo
16/01/2026,Aston Villa,Fulham,2,1,H,5,5,synthetic_demo
17/01/2026,Crystal Palace,Brentford,0,0,D,0,1,synthetic_demo
18/01/2026,Brentford,Tottenham,0,5,A,4,8,synthetic_demo
18/01/2026,Burnley,West Ham,1,1,D,3,2,synthetic_demo
19/01/2026,Brentford,Leeds,2,2,D,6,5,synthetic_demo
20/01/2026,Fulham,Chelsea,2,1,H,6,6,synthetic_demo
21/01/2026,Man City,Burnley,1,0,H,4,1,synthetic_demo
21/01/2026,Burnley,Wolves,0,1,A,2,3,synthetic_demo
22/01/2026,Fulham,Leeds,1,1,D,4,1,synthetic_demo
23/01/2026,Bournemouth,Leeds,0,0,D,1,3,synthetic_demo
23/01/2026,Fulham,Brighton,0,3,A,2,4,synthetic_demo
24/01/2026,Liverpool,Leeds,0,2,A,7,7,synthetic_demo
25/01/2026,West Ham,Arsenal,1,3,A,3,6,synthetic_demo
26/01/2026,Tottenham,Sunderland,1,0,H,3,8,synthetic_demo
26/01/2026,Aston Villa,Man United,0,3,A,3,4,synthetic_demo
27/01/2026,West Ham,Bournemouth,0,1,A,4,5,synthetic_demo
28/01/2026,Burnley,Bournemouth,2,2,D,4,5,synthetic_demo
28/01/2026,Brentford,Brighton,1,1,D,4,4,synthetic_demo
29/01/2026,Brighton,Burnley,5,1,H,15,6,synthetic_demo
30/01/2026,Brentford,Newcastle,1,2,A,5,5,synthetic_demo
31/01/2026,Newcastle,Crystal Palace,1,1,D,4,2,synthetic_demo
31/01/2026,Leeds,Tottenham,0,1,A,3,4,synthetic_demo
01/02/2026,Liverpool,Sunderland,3,1,H,6,4,synthetic_demo
02/02/2026,Sunderland,Burnley,1,0,H,4,4,synthetic_demo
02/02/2026,Brentford,West Ham,0,0,D,2,6,synthetic_demo
03/02/2026,Man City,Everton,1,1,D,4,3,synthetic_demo
04/02/2026,Arsenal,Brighton,1,0,H,6,2,synthetic_demo
05/02/2026,Fulham,Tottenham,1,0,H,4,5,synthetic_demo
05/02/2026,Brighton,Fulham,1,1,D,5,8,synthetic_demo
06/02/2026,Leeds,Sunderland,3,1,H,5,2,synthetic_demo
07/02/2026,Chelsea,Tottenham,1,1,D,7,2,synthetic_demo
07/02/2026,Aston Villa,Burnley,1,2,A,6,6,synthetic_demo
08/02/2026,Brentford,Crystal Palace,0,1,A,2,4,synthetic_demo
09/02/2026,Liverpool,Fulham,2,0,H,7,6,synthetic_demo
09/02/2026,Everton,Leeds,1,0,H,3,3,synthetic_demo
10/02/2026,West Ham,Brentford,2,1,H,4,4,synthetic_demo
11/02/2026,Bournemouth,Brentford,2,1,H,4,2,synthetic_demo
12/02/2026,Liverpool,Nott'm Forest,2,0,H,6,1,synthetic_demo
12/02/2026,Tottenham,Leeds,2,0,H,5,1,synthetic_demo
13/02/2026,Everton,Sunderland,0,1,A,3,3,synthetic_demo
14/02/2026,Leeds,Newcastle,0,2,A,1,10,synthetic_demo
14/02/2026,Liverpool,Crystal Palace,1,0,H,4,3,synthetic_demo
15/02/2026,Sunderland,West Ham,0,1,A,3,5,synthetic_demo
16/02/2026,Wolves,Bournemouth,0,1,A,3,3,synthetic_demo
17/02/2026,Chelsea,Man United,0,1,A,2,5,synthetic_demo
17/02/2026,Leeds,Brighton,1,2,A,3,4,synthetic_demo
18/02/2026,Liverpool,Man City,3,1,H,8,4,synthetic_demo
19/02/2026,Arsenal,Newcastle,1,2,A,6,8,synthetic_demo
19/02/2026,Wolves,Sunderland,1,0,H,5,1,synthetic_demo
20/02/2026,Man City,Liverpool,3,0,H,5,4,synthetic_demo
21/02/2026,Leeds,Bournemouth,1,1,D,4,2,synthetic_demo
22/02/2026,Bournemouth,Everton,0,0,D,3,0,synthetic_demo
22/02/2026,Tottenham,Aston Villa,1,0,H,3,9,synthetic_demo
23/02/2026,Man United,Fulham,0,0,D,1,2,synthetic_demo
24/02/2026,Everton,Chelsea,0,2,A,3,3,synthetic_demo
24/02/2026,Leeds,Arsenal,0,2,A,2,8,synthetic_demo
25/02/2026,Chelsea,Nott'm Forest,3,2,H,10,2,synthetic_demo
26/02/2026,West Ham,Newcastle,2,0,H,3,3,synthetic_demo
27/02/2026,Aston Villa,Leeds,5,0,H,9,2,synthetic_demo
27/02/2026,Leeds,Nott'm Forest,2,0,H,8,3,synthetic_demo
28/02/2026,Wolves,Crystal Palace,1,2,A,5,3,synthetic_demo
01/03/2026,Man City,Man United,2,1,H,8,1,synthetic_demo
01/03/2026,Bournemouth,Fulham,1,1,D,4,4,synthetic_demo
02/03/2026,Tottenham,Bournemouth,0,1,A,2,4,synthetic_demo
03/03/2026,Bournemouth,Man United,0,2,A,0,6,synthetic_demo
04/03/2026,Crystal Palace,Sunderland,2,1,H,6,4,synthetic_demo
04/03/2026,Crystal Palace,Fulham,1,0,H,7,3,synthetic_demo
05/03/2026,Chelsea,Brentford,1,1,D,5,3,synthetic_demo
06/03/2026,Burnley,Man United,1,1,D,6,7,synthetic_demo
06/03/2026,Arsenal,Burnley,2,0,H,5,3,synthetic_demo
07/03/2026,Everton,Newcastle,0,0,D,0,6,synthetic_demo
08/03/2026,Brentford,Nott'm Forest,2,0,H,4,1,synthetic_demo
08/03/2026,Man United,Bournemouth,2,0,H,5,3,synthetic_demo
09/03/2026,Chelsea,Everton,2,0,H,2,4,synthetic_demo
10/03/2026,Crystal Palace,West Ham,1,0,H,4,2,synthetic_demo
11/03/2026,West Ham,Fulham,3,2,H,4,5,synthetic_demo
11/03/2026,Leeds,West Ham,1,0,H,5,1,synthetic_demo
12/03/2026,Sunderland,Bournemouth,2,1,H,4,6,synthetic_demo
13/03/2026,Arsenal,Brentford,0,3,A,6,3,synthetic_demo
13/03/2026,Crystal Palace,Leeds,0,1,A,1,8,synthetic_demo
14/03/2026,Fulham,Burnley,3,0,H,11,4,synthetic_demo
15/03/2026,West Ham,Chelsea,3,2,H,4,5,synthetic_demo
16/03/2026,Newcastle,Fulham,1,0,H,9,2,synthetic_demo
16/03/2026,Wolves,Aston Villa,0,1,A,3,5,synthetic_demo
17/03/2026,Bournemouth,Man City,2,4,A,7,6,synthetic_demo
18/03/2026,Wolves,Brighton,0,3,A,2,7,synthetic_demo
18/03/2026,Wolves,Man United,0,2,A,5,4,synthetic_demo
19/03/2026,Leeds,Brentford,0,0,D,1,3,synthetic_demo
20/03/2026,Sunderland,Wolves,2,0,H,9,1,synthetic_demo
21/03/2026,Brighton,Nott'm Forest,1,1,D,5,8,synthetic_demo
21/03/2026,Bournemouth,Newcastle,5,1,H,9,3,synthetic_demo
22/03/2026,Man United,Arsenal,1,1,D,6,3,synthetic_demo
23/03/2026,Brighton,Crystal Palace,0,0,D,5,2,synthetic_demo
23/03/2026,Aston Villa,Bournemouth,0,1,A,0,4,synthetic_demo
24/03/2026,Man United,Brentford,2,0,H,3,3,synthetic_demo
25/03/2026,Chelsea,West Ham,3,0,H,6,2,synthetic_demo
26/03/2026,Burnley,Crystal Palace,0,0,D,0,0,synthetic_demo
26/03/2026,Man City,Nott'm Forest,1,0,H,7,0,synthetic_demo
27/03/2026,Brentford,Arsenal,0,5,A,3,12,synthetic_demo
28/03/2026,Newcastle,West Ham,3,0,H,6,0,synthetic_demo
28/03/2026,Brighton,Tottenham,0,2,A,2,3,synthetic_demo
29/03/2026,Newcastle,Sunderland,1,1,D,5,2,synthetic_demo
30/03/2026,Bournemouth,Nott'm Forest,2,0,H,3,2,synthetic_demo
31/03/2026,Everton,Brighton,1,2,A,2,4,synthetic_demo
31/03/2026,Leeds,Fulham,1,0,H,3,2,synthetic_demo
01/04/2026,Sunderland,Nott'm Forest,2,4,A,4,6,synthetic_demo
02/04/2026,Crystal Palace,Arsenal,2,2,D,4,7,synthetic_demo
02/04/2026,Arsenal,Leeds,3,3,D,12,3,synthetic_demo
03/04/2026,Arsenal,Bournemouth,1,0,H,3,1,synthetic_demo
04/04/2026,Tottenham,Brighton,1,1,D,6,4,synthetic_demo
04/04/2026,Burnley,Aston Villa,1,2,A,5,5,synthetic_demo
05/04/2026,Bournemouth,Brighton,1,1,D,10,4,synthetic_demo
06/04/2026,Man United,Brighton,3,0,H,4,3,synthetic_demo
07/04/2026,Liverpool,Everton,5,0,H,13,2,synthetic_demo
07/04/2026,Man City,Leeds,1,0,H,5,3,synthetic_demo
08/04/2026,Leeds,Wolves,1,1,D,5,5,synthetic_demo
09/04/2026,Nott'm Forest,Crystal Palace,1,0,H,6,1,synthetic_demo
09/04/2026,Tottenham,Arsenal,0,1,A,5,6,synthetic_demo
10/04/2026,Brighton,Man United,1,2,A,4,7,synthetic_demo
11/04/2026,Bournemouth,Chelsea,0,0,D,7,5,synthetic_demo
12/04/2026,Man United,Sunderland,4,0,H,9,5,synthetic_demo
12/04/2026,Brentford,Fulham,2,1,H,3,4,synthetic_demo
13/04/2026,West Ham,Nott'm Forest,1,2,A,4,3,synthetic_demo
14/04/2026,Everton,Burnley,4,0,H,9,5,synthetic_demo
14/04/2026,Man United,Tottenham,1,2,A,5,3,synthetic_demo
15/04/2026,Nott'm Forest,West Ham,1,0,H,6,4,synthetic_demo
16/04/2026,Leeds,Liverpool,0,2,A,3,4,synthetic_demo
17/04/2026,Everton,Aston Villa,2,1,H,5,7,synthetic_demo
17/04/2026,Liverpool,Brentford,2,1,H,5,5,synthetic_demo
18/04/2026,Nott'm Forest,Newcastle,1,0,H,4,5,synthetic_demo
19/04/2026,Nott'm Forest,Brentford,1,0,H,3,3,synthetic_demo
19/04/2026,Man United,Everton,3,1,H,5,3,synthetic_demo
20/04/2026,Crystal Palace,Man United,0,0,D,4,3,synthetic_demo
21/04/2026,Arsenal,Nott'm Forest,0,0,D,7,3,synthetic_demo
22/04/2026,Aston Villa,Man City,1,2,A,9,9,synthetic_demo
22/04/2026,Arsenal,Sunderland,0,1,A,4,5,synthetic_demo
23/04/2026,Bournemouth,Burnley,3,2,H,6,4,synthetic_demo
24/04/2026,Crystal Palace,Everton,0,1,A,3,1,synthetic_demo
24/04/2026,Nott'm Forest,Fulham,1,2,A,1,4,synthetic_demo
25/04/2026,Chelsea,Crystal Palace,1,0,H,5,4,synthetic_demo
26/04/2026,Crystal Palace,Tottenham,1,1,D,5,4,synthetic_demo
